% Model:              sin_rho_nogr_iter1_epsilon3_revised.mph
% Version:            COMSOL 6.0.0.318
% Date:               Feb 27 2024, 02:42
% Dimension:          2
% Nodes:              43229
% Expressions:        1
% Description:        Surface
% cpl5x                   cpl5y                    Electric potential
8.33980166910733E-9       2.3396667686930585E-8    0
8.131306531607885E-9      2.3757609693737094E-8    0
7.922811394108749E-9      2.3396667686932233E-8    0
7.714316256611758E-9      2.3757609693738335E-8    0
8.548296806605195E-9      2.3035725680123534E-8    0
8.131306531606613E-9      2.303572568012518E-8     0
8.339801669104475E-9      2.2674783673318133E-8    0
8.756791944105133E-9      2.2674783673317776E-8    0
-1.2301216943257572E-8    3.458586989791234E-8     0
-1.2718207218254869E-8    3.458586989791233E-8     0
-1.2509712080756219E-8    3.42249278911065E-8      0
-1.2092721805758916E-8    3.4224927891106484E-8    0
-1.2926702355753522E-8    3.422492789110647E-8     0
-1.3135197493252173E-8    3.458586989791231E-8     0
-1.3343692630750826E-8    3.422492789110645E-8     0
-1.355218776824951E-8     3.458586989791229E-8     0
7.0888308441186926E-9     2.411855170054323E-8     0
6.880335706620963E-9      2.4479493707348584E-8    0
6.671840569122617E-9      2.4118551700542025E-8    0
6.46334543162275E-9       2.4479493707347707E-8    0
7.297325981617772E-9      2.375760969373837E-8     0
6.880335706621696E-9      2.3757609693737164E-8    0
7.088830844120775E-9      2.3396667686932303E-8    0
7.505821119114763E-9      2.339666768693227E-8     0
-1.0841750980766958E-8    3.3503043877494756E-8    0
-1.1050246118265624E-8    3.3863985884300613E-8    0
-1.1258741255764295E-8    3.350304387749477E-8     0
-1.1467236393262953E-8    3.386398588430062E-8     0
-1.1675731530761616E-8    3.3503043877494796E-8    0
-1.1884226668260274E-8    3.386398588430064E-8     0
-1.2092721805758936E-8    3.3503043877494816E-8    0
-1.2301216943257577E-8    3.386398588430065E-8     0
-9.590780155774956E-9     3.2781159863883055E-8    0
-9.799275293273636E-9     3.314210187068891E-8     0
-1.0007770430772302E-8    3.278115986388307E-8     0
-1.0216265568270962E-8    3.314210187068891E-8     0
-1.042476070576964E-8     3.278115986388307E-8     0
-1.0633255843268298E-8    3.314210187068891E-8     0
-1.0841750980766978E-8    3.278115986388307E-8     0
-1.1050246118265637E-8    3.314210187068892E-8     0
-8.548304468281527E-9     3.2420217857077224E-8    0
-8.33980933078289E-9      3.205927585027142E-8     0
-8.75679960578018E-9      3.205927585027134E-8     0
-8.965294743278895E-9     3.2420217857077185E-8    0
-9.382285018276293E-9     3.2420217857077185E-8    0
-9.79927529327364E-9      3.2420217857077204E-8    0
-9.590780155774975E-9     3.205927585027134E-8     0
-9.173789880777577E-9     3.205927585027134E-8     0
-6.463353093295135E-9     3.1698333843465424E-8    0
-6.8803433682925604E-9    3.1698333843465483E-8    0
-6.671848230793904E-9     3.133739183665957E-8     0
-6.2548579557963935E-9    3.133739183665957E-8     0
5.6293648816253416E-9     2.5201377720960775E-8    0
5.212374606628848E-9      2.5201377720961622E-8    0
5.420869744126361E-9      2.4840435714155606E-8    0
5.837860019124622E-9      2.4840435714154497E-8    0
6.046355156622792E-9      2.447949370734781E-8     0
5.629364881624531E-9      2.4479493707348918E-8    0
5.837860019122701E-9      2.411855170054223E-8     0
6.254850294122659E-9      2.4118551700542128E-8    0
-7.297333643289852E-9     3.169833384346561E-8     0
-7.714323918287045E-9     3.169833384346566E-8     0
-7.505828780788488E-9     3.133739183665983E-8     0
-7.088838505791196E-9     3.1337391836659706E-8    0
-8.131314193284183E-9     3.1698333843465616E-8    0
-8.548304468281473E-9     3.169833384346554E-8     0
-8.339809330782765E-9     3.1337391836659745E-8    0
-7.922819055785626E-9     3.1337391836659785E-8    0
4.378394056637271E-9      2.5923261734572486E-8    0
3.9614037816399475E-9     2.5923261734571854E-8    0
4.169898919139149E-9      2.5562319727766328E-8    0
4.586889194135242E-9      2.5562319727766983E-8    0
4.795384331633853E-9      2.5201377720961837E-8    0
4.378394056637759E-9      2.5201377720961182E-8    0
4.58688919413637E-9       2.4840435714156036E-8    0
5.003879469131366E-9      2.484043571415582E-8     0
3.5444135066418993E-9     2.5923261734571318E-8    0
3.752908644141101E-9      2.5562319727765788E-8    0
3.335918369143053E-9      2.556231972776525E-8     0
3.1274232316440133E-9     2.592326173457121E-8     0
1.876452406650307E-9      2.6645145748183337E-8    0
2.2934426816481646E-9     2.664514574818312E-8     0
2.0849475441490483E-9     2.6284203741377225E-8    0
2.501937819147011E-9      2.6284203741377195E-8    0
2.2934426816480087E-9     2.592326173457117E-8     0
2.7104329566459713E-9     2.592326173457114E-8     0
2.5019378191469687E-9     2.5562319727765113E-8    0
2.918928094145011E-9      2.5562319727765183E-8    0
-4.795391993305603E-9     3.09764498298539E-8      0
-4.378401718308336E-9     3.09764498298539E-8      0
-4.5868968558069644E-9    3.061550782304808E-8     0
-4.169906580809686E-9     3.061550782304806E-8     0
-5.212382268302841E-9     3.097644982985384E-8     0
-5.003887130804203E-9     3.061550782304802E-8     0
-5.42087740580144E-9      3.0615507823047965E-8    0
-5.629372543300162E-9     3.097644982985377E-8     0
-5.837867680798917E-9     3.061550782304787E-8     0
-6.046362818297639E-9     3.0976449829853676E-8    0
-6.2548579557963935E-9    3.061550782304778E-8     0
-6.463353093295148E-9     3.0976449829853676E-8    0
-4.378401718308343E-9     3.025456581624224E-8     0
-3.961411443311065E-9     3.025456581624222E-8     0
-4.16990658080972E-9      2.9893623809436396E-8    0
-3.7529163058124025E-9    2.989362380943637E-8     0
-3.127430893316421E-9     2.9532681802630522E-8    0
-2.710440618319126E-9     2.9532681802630545E-8    0
-2.918935755817756E-9     2.9171739795824695E-8    0
-2.5019454808205526E-9    2.9171739795824704E-8    0
-3.961411443311081E-9     2.953268180263054E-8     0
-3.5444211683137643E-9    2.9532681802630515E-8    0
-3.752916305812443E-9     2.917173979582468E-8     0
-3.3359260308150996E-9    2.9171739795824688E-8    0
-1.4594697933275512E-9    2.8810797789018672E-8    0
-1.2509746558287333E-9    2.8449855782212712E-8    0
-1.6679649308263151E-9    2.844985578221291E-8     0
-1.876460068324832E-9     2.881079778901881E-8     0
-2.2934503433219417E-9    2.8810797789018897E-8    0
-2.084955205823425E-9     2.8449855782212997E-8    0
-2.501945480820535E-9     2.8449855782213083E-8    0
-2.7104406183191457E-9    2.881079778901889E-8     0
6.254815816597557E-10     2.7367029761796064E-8    0
1.0424718566563344E-9     2.736702976179599E-8     0
8.339767191579825E-10     2.7006087754990405E-8    0
1.2509669941547743E-9     2.700608775498993E-8     0
1.042471856655962E-9      2.6645145748184485E-8    0
1.4594621316527536E-9     2.6645145748184005E-8    0
1.2509669941539415E-9     2.6284203741378565E-8    0
1.6679572691514948E-9     2.6284203741377896E-8    0
-2.0849896833440767E-10   2.8088913775406878E-8    0
-3.830835774451233E-15    2.7727971768601266E-8    0
-4.169941058330778E-10    2.7727971768600812E-8    0
-6.254892433321146E-10    2.8088913775406663E-8    0
-1.0424795183301172E-9    2.8088913775406693E-8    0
-8.339843808310804E-10    2.7727971768600842E-8    0
-1.250974655829083E-9     2.772797176860087E-8     0
-1.459469793327699E-9     2.808891377540689E-8     0
-2.084989683340325E-10    2.7367029761795197E-8    0
2.0849130666327086E-10    2.7367029761795653E-8    0
-3.830834987184062E-15    2.7006087754989584E-8    0
4.169864441614976E-10     2.7006087754989995E-8    0
3.9639057993194144E-8     -2.3559946706512418E-8   0
3.963905799319415E-8      -2.3976936981509744E-8   0
4.0E-8                    -2.3768441844011078E-8   0
3.92781159863883E-8       -2.3768441844011084E-8   0
4.0E-8                    -2.4185432119008404E-8   0
3.92781159863883E-8       -2.335145156901375E-8    0
3.963905799319415E-8      -2.439392725650706E-8    0
3.9639057993194144E-8     -2.4810917531504386E-8   0
4.0E-8                    -2.460242239400573E-8    0
3.92781159863883E-8       -2.460242239400572E-8    0
3.9999999999999994E-8     -2.5019412669003056E-8   0
3.92781159863883E-8       -2.41854321190084E-8     0
3.9639057993194144E-8     -2.5227907806501722E-8   0
3.963905799319415E-8      -2.5644898081499048E-8   0
4.0E-8                    -2.5436402944000382E-8   0
3.92781159863883E-8       -2.543640294400039E-8    0
4.0E-8                    -2.5853393218997708E-8   0
3.92781159863883E-8       -2.5019412669003052E-8   0
3.855623197277662E-8      -2.210048074402177E-8    0
3.8917173979582456E-8     -2.230897588152043E-8    0
3.855623197277662E-8      -2.251747101901909E-8    0
3.8917173979582456E-8     -2.2725966156517756E-8   0
3.8917173979582456E-8     -2.3142956431515082E-8   0
3.8917173979582456E-8     -2.3559946706512415E-8   0
3.8556231972776605E-8     -2.3351451569013748E-8   0
3.855623197277661E-8      -2.293446129401642E-8    0
3.7834347959164924E-8     -2.0849509919029792E-8   0
3.819528996597077E-8      -2.1058005056528458E-8   0
3.783434795916492E-8      -2.126650019402712E-8    0
3.819528996597077E-8      -2.1474995331525784E-8   0
3.783434795916492E-8      -2.1683490469024444E-8   0
3.819528996597077E-8      -2.189198560652311E-8    0
3.783434795916492E-8      -2.210048074402177E-8    0
3.819528996597077E-8      -2.230897588152043E-8    0
3.7112463945553236E-8     -1.9598539094037827E-8   0
3.747340595235908E-8      -1.980703423153649E-8    0
3.7112463945553236E-8     -2.0015529369035146E-8   0
3.747340595235908E-8      -2.0224024506533806E-8   0
3.7112463945553236E-8     -2.0432519644032463E-8   0
3.747340595235908E-8      -2.064101478153112E-8    0
3.7112463945553236E-8     -2.084950991902978E-8    0
3.747340595235908E-8      -2.1058005056528452E-8   0
3.675152193874739E-8      -1.8556063406544502E-8   0
3.675152193874739E-8      -1.8973053681541835E-8   0
3.639057993194155E-8      -1.8764558544043165E-8   0
3.6390579931941554E-8     -1.834756826904584E-8    0
3.67515219387474E-8       -1.9390043956539174E-8   0
3.67515219387474E-8       -1.9807034231536493E-8   0
3.639057993194156E-8      -1.959853909403784E-8    0
3.6390579931941554E-8     -1.91815488190405E-8     0
3.602963792513572E-8      -1.7305092581552527E-8   0
3.602963792513572E-8      -1.772208285654985E-8    0
3.566869591832988E-8      -1.7513587719051184E-8   0
3.5668695918329866E-8     -1.709659744405387E-8    0
3.5668695918329866E-8     -1.793057799404851E-8    0
3.6029637925135704E-8     -1.8139073131547173E-8   0
3.566869591832985E-8      -1.8347568269045832E-8   0
3.6029637925135704E-8     -1.85560634065445E-8     0
3.5307753911524E-8        -1.647111203155791E-8    0
3.530775391152399E-8      -1.6054121756560592E-8   0
3.494681190471815E-8      -1.6262616894059265E-8   0
3.4946811904718145E-8     -1.5845626619061926E-8   0
3.530775391152403E-8      -1.7305092581552537E-8   0
3.5307753911524016E-8     -1.6888102306555224E-8   0
3.494681190471818E-8      -1.7096597444053887E-8   0
3.4946811904718165E-8     -1.6679607169056578E-8   0
3.458586989791234E-8      -1.39691703815739E-8     0
3.42249278911065E-8       -1.3760675244075243E-8   0
3.42249278911065E-8       -1.4177665519072537E-8   0
3.458586989791233E-8      -1.4386160656571199E-8   0
3.458586989791229E-8      -1.4803150931568531E-8   0
3.4224927891106464E-8     -1.4594655794069868E-8   0
3.422492789110643E-8      -1.50116460690672E-8     0
3.458586989791228E-8      -1.5220141206565894E-8   0
3.458586989791229E-8      -1.5637131481563266E-8   0
3.422492789110643E-8      -1.5428636344064573E-8   0
3.422492789110644E-8      -1.584562661906195E-8    0
3.4585869897912295E-8     -1.6054121756560605E-8   0
3.386398588430065E-8      -1.3135189831579283E-8   0
3.386398588430065E-8      -1.2718199556581954E-8   0
3.35030438774948E-8       -1.2926694694080619E-8   0
3.35030438774948E-8       -1.2509704419083294E-8   0
3.386398588430065E-8      -1.3969170381573889E-8   0
3.386398588430065E-8      -1.3552180106576596E-8   0
3.3503043877494816E-8     -1.3760675244075243E-8   0
3.350304387749481E-8      -1.334368496907793E-8    0
3.314210187068896E-8      -1.1884219006587318E-8   0
3.314210187068895E-8      -1.1467228731590006E-8   0
3.2781159863883115E-8     -1.1675723869088665E-8   0
3.27811598638831E-8       -1.1258733594091336E-8   0
3.314210187068896E-8      -1.2718199556581957E-8   0
3.314210187068896E-8      -1.2301209281584635E-8   0
3.2781159863883115E-8     -1.2509704419083296E-8   0
3.2781159863883115E-8     -1.2092714144085981E-8   0
3.242021785707725E-8      -1.0633248181595327E-8   0
3.242021785707727E-8      -1.0216257906597988E-8   0
3.2059275850271413E-8     -1.0424753044096644E-8   0
3.205927585027143E-8      -1.0007762769099368E-8   0
3.2420217857077264E-8     -1.1467228731590016E-8   0
3.242021785707725E-8      -1.1050238456592686E-8   0
3.2059275850271413E-8     -1.1258733594091366E-8   0
3.2059275850271413E-8     -1.0841743319094005E-8   0
3.1337391836659646E-8     -8.756791944107537E-9    0
3.1698333843465536E-8     -8.96528708160623E-9     0
3.133739183665973E-8      -9.173782219104914E-9    0
3.1698333843465596E-8     -9.382277356603501E-9    0
3.1698333843465616E-8     -9.799267631600705E-9    0
3.133739183665976E-8      -9.590772494102118E-9    0
3.133739183665978E-8      -1.0007762769099321E-8   0
3.1698333843465596E-8     -1.0216257906597983E-8   0
3.0976449829853676E-8     -8.131306531611392E-9    0
3.097644982985371E-8      -7.714316256613909E-9    0
3.06155078230478E-8       -7.922811394112625E-9    0
3.061550782304791E-8      -7.505821119115208E-9    0
3.061550782304786E-8      -8.339801669110163E-9    0
3.097644982985374E-8      -8.548296806608928E-9    0
3.0615507823047925E-8     -8.756791944107699E-9    0
3.097644982985383E-8      -8.965287081606307E-9    0
3.025456581624224E-8      -6.8803357066191494E-9   0
3.025456581624228E-8      -6.463345431621934E-9    0
2.989362380943644E-8      -6.671840569120508E-9    0
2.989362380943644E-8      -6.254850294123307E-9    0
3.025456581624199E-8      -7.714316256613816E-9    0
3.02545658162421E-8       -7.297325981616399E-9    0
2.989362380943617E-8      -7.505821119115006E-9    0
2.98936238094363E-8       -7.088830844117757E-9    0
2.9532681802630522E-8     -4.378394056635702E-9    0
2.9171739795824658E-8     -4.169898919137108E-9    0
2.9171739795824714E-8     -4.586889194134375E-9    0
2.9532681802630565E-8     -4.795384331632974E-9    0
2.9532681802630598E-8     -5.212374606630221E-9    0
2.9171739795824747E-8     -5.0038794691316215E-9   0
2.9171739795824784E-8     -5.420869744128868E-9    0
2.953268180263061E-8      -5.629364881627487E-9    0
2.9532681802630638E-8     -6.0463551566247074E-9   0
2.9171739795824807E-8     -5.837860019126089E-9    0
2.917173979582483E-8      -6.25485029412331E-9     0
2.9532681802630638E-8     -6.463345431621909E-9    0
-2.3559954368185336E-8    3.963905799319416E-8     0
-2.335145923068667E-8     3.92781159863883E-8      0
-2.3768449505683996E-8    3.92781159863883E-8      0
-2.3768449505684002E-8    4.000000000000001E-8     0
-2.3976944643182662E-8    3.963905799319416E-8     0
-2.418543978068133E-8     4.000000000000001E-8     0
-2.210048840569469E-8     3.855623197277662E-8     0
-2.2308983543193358E-8    3.8917173979582456E-8    0
-2.2517478680692017E-8    3.855623197277662E-8     0
-2.2725973818190684E-8    3.8917173979582456E-8    0
-2.3142964093188003E-8    3.8917173979582456E-8    0
-2.293446895568934E-8     3.855623197277662E-8     0
-2.3351459230686663E-8    3.855623197277662E-8     0
-2.355995436818533E-8     3.8917173979582456E-8    0
-2.147500299319871E-8     3.819528996597077E-8     0
-2.1058012718201386E-8    3.819528996597077E-8     0
-2.126650785570005E-8     3.783434795916492E-8     0
-2.0849517580702726E-8    3.783434795916492E-8     0
-2.2308983543193354E-8    3.819528996597077E-8     0
-2.1891993268196032E-8    3.819528996597077E-8     0
-2.210048840569469E-8     3.783434795916492E-8     0
-2.1683498130697372E-8    3.783434795916492E-8     0
2.881079778901868E-8      -3.544413506641328E-9    0
2.8810797789018513E-8     -3.1274232316440166E-9   0
2.8449855782212752E-8     -3.3359183691428144E-9   0
2.844985578221245E-8      -2.91892809414513E-9     0
2.881079778901885E-8      -4.378394056635787E-9    0
2.8810797789018798E-8     -3.961403781638521E-9    0
2.844985578221299E-8      -4.169898919137199E-9    0
2.844985578221287E-8      -3.7529086441400065E-9   0
2.8088913775406547E-8     -1.8764524066498526E-9   0
2.808891377540621E-8      -2.2934426816480542E-9   0
2.7727971768600266E-8     -2.084947544148662E-9    0
2.7727971768601266E-8     -1.667957269151077E-9    0
2.808891377540665E-8      -3.1274232316442296E-9   0
2.808891377540635E-8      -2.7104329566465453E-9   0
2.7727971768600548E-8     -2.9189280941456447E-9   0
2.7727971768600405E-8     -2.501937819147153E-9    0
2.7367029761797023E-8     -6.254815816603696E-10   0
2.736702976179701E-8      -1.042471856655777E-9    0
2.7006087754991758E-8     -8.33976719158062E-10    0
2.7006087754990577E-8     -4.169864441624071E-10   0
2.7367029761795845E-8     -1.4594621316514235E-9   0
2.7367029761794846E-8     -1.8764524066490085E-9   0
2.7006087754989426E-8     -1.6679572691493547E-9   0
2.700608775499059E-8      -1.2509669941537084E-9   0
2.6284203741376566E-8     8.339843808310519E-10    0
2.664514574818211E-8      6.254892433315859E-10    0
2.6284203741375974E-8     4.169941058314805E-10    0
2.664514574818268E-8      2.0849896833236415E-10   0
2.628420374137793E-8      3.830833512086409E-15    0
2.664514574818464E-8      -2.0849130666560428E-10  0
2.6284203741379885E-8     -4.1698644416445634E-10  0
2.664514574818582E-8      -6.254815816612592E-10   0
-2.022403216820674E-8     3.747340595235908E-8     0
-1.980704189320942E-8     3.747340595235908E-8     0
-2.0015537030708078E-8    3.7112463945553236E-8    0
-1.959854675571076E-8     3.711246394555322E-8     0
-2.04325273057054E-8      3.7112463945553236E-8    0
-2.0641022443204063E-8    3.747340595235908E-8     0
-2.0849517580702726E-8    3.7112463945553236E-8    0
-2.1058012718201386E-8    3.747340595235908E-8     0
2.5562319727766602E-8     2.08495520582442E-9      0
2.5923261734572476E-8     1.8764600683259375E-9    0
2.556231972776657E-8      1.6679649308282023E-9    0
2.592326173457186E-8      1.459469793329413E-9     0
2.592326173457034E-8      1.0424795183313507E-9    0
2.592326173456975E-8      6.254892433317793E-10    0
2.5562319727763522E-8     8.33984380832078E-10     0
2.5562319727765044E-8     1.25097465583014E-9      0
2.4840435714154726E-8     4.169906580808138E-9     0
2.520137772096099E-8      3.961411443309794E-9     0
2.484043571415548E-8      3.752916305811414E-9     0
2.5201377720961155E-8     3.5444211683133234E-9    0
2.4840435714155268E-8     3.335926030814753E-9     0
2.5201377720960947E-8     3.1274308933166624E-9    0
2.484043571415506E-8      2.9189357558180916E-9    0
2.5201377720960847E-8     2.7104406183193645E-9    0
2.484043571415532E-8      2.5019454808212888E-9    0
2.520137772096111E-8      2.2934503433225616E-9    0
2.4840435714155583E-8     2.0849552058244855E-9    0
2.5201377720961076E-8     1.876460068326344E-9     0
2.4118551700541013E-8     5.420877405801843E-9     0
2.4479493707347098E-8     5.21238226830225E-9      0
2.4118551700541115E-8     5.0038871308026105E-9    0
2.447949370734754E-8      4.795391993303736E-9     0
2.4479493707348683E-8     4.378401718305846E-9     0
2.447949370734944E-8      3.961411443309123E-9     0
2.41185517005434E-8       4.1699065808068326E-9    0
2.4118551700542257E-8     4.586896855804721E-9     0
2.3757609693736357E-8     6.463353093300811E-9     0
2.3757609693735136E-8     6.0463628183016935E-9    0
2.3396667686929358E-8     6.254857955802311E-9     0
2.3396667686932494E-8     6.671848230800015E-9     0
2.375760969373454E-8      5.629372543301372E-9     0
2.375760969373464E-8      5.2123822683021395E-9    0
2.3396667686928163E-8     5.420877405801668E-9     0
2.3396667686928762E-8     5.83786768080199E-9      0
2.2674783673324595E-8     7.922819055774846E-9     0
2.30357256801333E-8       7.714323918282033E-9     0
2.267478367332959E-8      7.505828780788061E-9     0
2.3035725680132613E-8     7.297333643292891E-9     0
2.2674783673325078E-8     7.088838505796756E-9     0
2.30357256801281E-8       6.880343368301584E-9     0
2.2674783673320565E-8     6.671848230805449E-9     0
2.3035725680124963E-8     6.46335309330388E-9      0
2.23138416665004E-8       8.965294743267921E-9     0
2.1952899659695017E-8     9.173789880777369E-9     0
2.1952899659694663E-8     8.75679960575805E-9      0
2.231384166650713E-8      8.54830446825984E-9      0
2.195289965970698E-8      8.339809330762128E-9     0
2.231384166651945E-8      8.131314193263919E-9     0
2.19528996597193E-8       7.922819055766207E-9     0
2.2313841666524445E-8     7.714323918277134E-9     0
2.1591957652907073E-8     1.0216265568298385E-8    0
2.1231015646103846E-8     1.042476070578961E-8     0
2.1231015646096445E-8     1.0007770430810712E-8    0
2.1591957652895906E-8     9.799275293303699E-9     0
2.1591957652882324E-8     8.965294743268015E-9     0
2.1591957652882678E-8     9.382285018287335E-9     0
2.1231015646069988E-8     9.173789880777981E-9     0
2.1231015646083216E-8     9.590780155794345E-9     0
-1.8347575930718777E-8    3.639057993194152E-8     0
-1.8556071068217433E-8    3.6751521938747365E-8    0
-1.8764566205716103E-8    3.6390579931941515E-8    0
-1.8973061343214776E-8    3.6751521938747365E-8    0
-1.9807041893209435E-8    3.675152193874739E-8     0
-1.9390051618212115E-8    3.675152193874738E-8     0
-1.9598546755710788E-8    3.639057993194155E-8     0
-1.9181556480713445E-8    3.6390579931941535E-8    0
2.0870073639298297E-8     1.2301216943245522E-8    0
2.0870073639296616E-8     1.1884226668252097E-8    0
2.050913163249279E-8      1.2092721805750262E-8    0
2.0509131632489958E-8     1.2509712080730578E-8    0
1.2509704419075257E-8     2.0509131632499553E-8    0
1.2301209281588155E-8     2.0870073639308256E-8    0
1.2092714144101786E-8     2.0509131632504887E-8    0
1.1884219006607009E-8     2.08700736393034E-8      0
2.014818962568786E-8      1.2718207218218287E-8    0
1.9787247618867834E-8     1.2926702355704715E-8    0
1.9787247618888593E-8     1.2509712080725683E-8    0
2.014818962569069E-8      1.2301216943237971E-8    0
1.2926694694051219E-8     1.978724761888355E-8     0
1.271819955655738E-8      2.014818962569827E-8     0
1.2509704419066031E-8     1.9787247618902314E-8    0
1.2301209281583908E-8     2.0148189625703602E-8    0
1.9426305612077912E-8     1.2718207218197234E-8    0
1.942630561205715E-8      1.3135197493176264E-8    0
1.9065363605267227E-8     1.2926702355668784E-8    0
1.906536360522529E-8      1.3343692630689509E-8    0
1.3343684969036849E-8     1.906536360525696E-8     0
1.3135189831527571E-8     1.9426305612071996E-8    0
1.2926694694018739E-8     1.9065363605279208E-8    0
1.2718199556542385E-8     1.9426305612090763E-8    0
1.8704421598391377E-8     1.3552187768163567E-8    0
1.8343479591565856E-8     1.3760682905729374E-8    0
1.8343479591599407E-8     1.3343692630616897E-8    0
1.8704421598433315E-8     1.3135197493142841E-8    0
1.3760675244046797E-8     1.8343479591628146E-8    0
1.3552180106526646E-8     1.8704421598433692E-8    0
1.3343684968998332E-8     1.8343479591632673E-8    0
1.3135189831508536E-8     1.870442159845594E-8     0
1.7982537584708337E-8     1.3969178043256574E-8    0
1.7621595577924883E-8     1.4177673180864515E-8    0
1.7621595577884364E-8     1.3760682905671297E-8    0
1.7982537584741887E-8     1.3552187768144098E-8    0
1.3969170381567113E-8     1.798253758480454E-8     0
1.3552180106518647E-8     1.7982537584809064E-8    0
1.3760675244038964E-8     1.7621595577985456E-8    0
1.4177665519075538E-8     1.762159557801203E-8     0
1.7260653571039404E-8     1.3969178043302976E-8    0
1.7260653571079923E-8     1.4386168318496192E-8    0
1.6899711564194445E-8     1.4177673180934653E-8    0
1.6908973094798985E-8     1.458270451557317E-8     0
1.4524131403902162E-8     1.6938237709636443E-8    0
1.435828846847831E-8      1.7277192072715583E-8    0
1.4121921142844508E-8     1.6932788567392562E-8    0
1.3941298193441736E-8     1.727719207268901E-8     0
1.6569883246659033E-8     1.4380797941333515E-8    0
1.657914477726357E-8      1.4785829275972032E-8    0
1.624005492912362E-8      1.4583922701732376E-8    0
1.62419897063821E-8       1.4982528317466586E-8    0
1.4720408807390038E-8     1.6566426364690023E-8    0
1.4318198546332383E-8     1.6560977222446146E-8    0
1.4514475949820257E-8     1.6189165877499726E-8    0
1.4901886674766814E-8     1.619925942426828E-8     0
1.5925778813727796E-8     1.4774905254854037E-8    0
1.5927713590986276E-8     1.5173510870588245E-8    0
1.561150269833197E-8      1.4965887807975696E-8    0
1.5623740095982784E-8     1.5276936166228553E-8    0
1.528143406634968E-8      1.54929335658145E-8      0
1.510809401938957E-8      1.580361778909221E-8     0
1.4926890639065765E-8     1.5397882607147587E-8    0
1.5269196668698868E-8     1.518188520756164E-8     0
1.472068329444301E-8      1.5793524242323655E-8    0
2.08700736392987E-8       1.1467236393252905E-8    0
2.08700736393041E-8       1.1050246118260191E-8    0
2.0509131632496953E-8     1.1258741255751874E-8    0
2.050913163249487E-8      1.1675731530751068E-8    0
2.0870073639299885E-8     1.0216265568306565E-8    0
2.087007363930729E-8      1.0633255843285464E-8    0
2.050913163250333E-8      1.042476070580242E-8     0
2.0509131632500142E-8     1.0841750980777147E-8    0
1.1050238456610782E-8     2.0870073639282772E-8    0
1.146722873161595E-8      2.087007363929005E-8     0
1.1258733594119667E-8     2.0509131632478192E-8    0
1.1675723869110726E-8     2.050913163249154E-8     0
-1.6262624555732114E-8    3.5668695918329833E-8    0
-1.647111969323078E-8     3.602963792513567E-8     0
-1.667961483072945E-8     3.566869591832981E-8     0
-1.6888109968228122E-8    3.6029637925135664E-8    0
-1.709660510572679E-8     3.566869591832982E-8     0
-1.7305100243225462E-8    3.602963792513568E-8     0
-1.7513595380724128E-8    3.5668695918329833E-8    0
-1.7722090518222788E-8    3.6029637925135684E-8    0
-1.7930585655721444E-8    3.566869591832983E-8     0
-1.8139080793220104E-8    3.602963792513568E-8     0
-1.8347575930718764E-8    3.566869591832982E-8     0
-1.8556071068217433E-8    3.6029637925135664E-8    0
-1.4386168318244224E-8    3.530775391152399E-8     0
-1.4803158593241547E-8    3.5307753911524016E-8    0
-1.4594663455742902E-8    3.494681190471815E-8     0
-1.417767318074555E-8     3.4946811904718145E-8    0
-1.5220148868238835E-8    3.530775391152404E-8     0
-1.5637139143236128E-8    3.530775391152403E-8     0
-1.5428644005737478E-8    3.49468119047182E-8      0
-1.5011653730740188E-8    3.494681190471817E-8     0
-1.6054129418233427E-8    3.5307753911524E-8       0
-1.6471119693230763E-8    3.5307753911523976E-8    0
-1.6262624555732077E-8    3.494681190471815E-8     0
-1.5845634280734778E-8    3.494681190471817E-8     0
-1.3760682905748197E-8    3.4224927891106444E-8    0
-1.3969178043246883E-8    3.458586989791229E-8     0
-1.417767318074557E-8     3.422492789110644E-8     0
-1.4386168318244236E-8    3.4585869897912295E-8    0
9.799267631599292E-9      2.1591957652900548E-8    0
1.0216257906595508E-8     2.1591957652898722E-8    0
1.0007762769095814E-8     2.1231015646094125E-8    0
1.0424753044098856E-8     2.1231015646090737E-8    0
1.0216257906594401E-8     2.087007363928485E-8     0
1.0633248181597445E-8     2.0870073639281462E-8    0
1.042475304409299E-8      2.0509131632475578E-8    0
1.0841743319106328E-8     2.0509131632476885E-8    0
8.96528708160515E-9       2.231384166651074E-8     0
8.548296806604491E-9      2.2313841666511098E-8    0
8.75679194410451E-9       2.1952899659704066E-8    0
9.17378221910364E-9       2.195289965970552E-8     0
9.59077249410099E-9       2.1231015646093434E-8    0
9.382277356604467E-9      2.1591957652899857E-8    0
9.173782219106165E-9      2.123101564609274E-8     0
8.965287081605338E-9      2.1591957652898404E-8    0
7.71431625661173E-9       2.3035725680127425E-8    0
7.2973259816177435E-9     2.3035725680127458E-8    0
7.505821119114712E-9      2.2674783673322613E-8    0
7.922811394109594E-9      2.2674783673320373E-8    0
8.1313065316051E-9        2.2313841666514145E-8    0
7.714316256610218E-9      2.2313841666516385E-8    0
7.922811394105725E-9      2.1952899659710157E-8    0
8.339801669105117E-9      2.1952899659707113E-8    0
-1.2509712080756209E-8    3.350304387749481E-8     0
-1.2718207218254849E-8    3.3863985884300646E-8    0
-1.292670235575348E-8     3.3503043877494796E-8    0
-1.3135197493252153E-8    3.3863985884300627E-8    0
